MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Basin,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_(short_tons),Average_Employees,Labor_Hours,log_production
1518396,2010,Mine #1,Kentucky (East),Bell,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Evans Coal Corp.,"P.O. Box 754, Baxter, KY 40806",,650,25,14458,6.476972362889683
1518914,2010,Highwall Miner #1,Kentucky (East),Bell,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"M3 Energy Resources, Llc","P.O. Box 38, Beverly, KY 40913",,22991,10,11326,10.042858113983936
1518924,2010,Butcher Branch,Kentucky (East),Bell,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"M3 Energy Resources, Llc","P.O. Box 38, Beverly, KY 40913",,53835,30,13989,10.893679092249817
1518925,2010,Highwall Miner #2,Kentucky (East),Bell,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"M3 Energy Resources, Llc","P.O. Box 38, Beverly, KY 40913",,5873,6,5122,8.67812085552252
1519076,2010,Chestnut Flats,Kentucky (East),Bell,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 249, Calvin, KY 40813",,589313,73,217935,13.286712730653957
1519115,2010,Poplar Lick Mine,Kentucky (East),Bell,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,L C & C Energy Incorporated,"P.O. Box 97, Middlesboro, KY 40965",,184768,30,65683,12.126856263022606
1519318,2010,Garmeda #2,Kentucky (East),Bell,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Bell County Coal Corporation,"6340 West Cumberland Ave, Middlesboro, KY 40965",,131276,30,65237,11.785057256073694
1519336,2010,Jellico #1,Kentucky (East),Bell,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Bell County Coal Corporation,"6340 West Cumberland Ave, Middlesboro, KY 40965",,157075,73,163656,11.964478677271147
1519408,2010,Hance Mine No. 1,Kentucky (East),Bell,Appalachia Central,Active,Underground,Contractor,Mine only,"Tennco Energy, Inc.","P.O. Box 517, Middlesboro, KY 40965",,224164,25,56379,12.320133205808483
1519421,2010,Jellico #2,Kentucky (East),Bell,Appalachia Central,Temporarily closed,Surface,Independent Producer Operator,Mine only,Claiborne Contractors,"P.O. Box 3068, Knoxville, TN 37927",,5302,17,7124,8.57583938684897
1519431,2010,Mine #5,Kentucky (East),Bell,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Clear Development Llc.,"P.O. Box 1385, Lafollette, TN 37766",,71563,9,20707,11.17833345960585
1519468,2010,M & G #10,Kentucky (East),Bell,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,M & G Mining Llc,"209 W. Tenn. Ave., Pineville, KY 40977",,43370,10,9960,10.677523236829412
1519474,2010,Fonde #2,Kentucky (East),Bell,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,T & T Energy,"P.O. Box 1433, London, KY 40743",,192256,57,71780,12.166583096243697
1519479,2010,Fonde Hignite Seam,Kentucky (East),Bell,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,T & T Energy Llc,"P.O. Box 1433, London, KY 40743",,42212,53,15462,10.650459819790981
4003329,2010,Hm #3,Kentucky (East),Bell,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Appolo Fuels Inc,"P.O. Box 1727, Middlesboro, KY 40965",,10932,5,4744,9.299449547047958
1519181,2010,Highwall Miner #59,Kentucky (East),Boyd,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Road, Summerville, WV 26651",,272102,14,31082,12.513932274983208
1518525,2010,Kentucky River Surface Mine,Kentucky (East),Breathitt,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839",,12373,16,7771,9.423271958213975
1518566,2010,Auger Mine No 35,Kentucky (East),Breathitt,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,6688,3,4716,8.808070154764538
1518982,2010,Sturgeon Freeman Fork,Kentucky (East),Breathitt,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","136 Main St., P. O. Box 368, Beattyville, KY 41311",,84119,12,26273,11.339987741966613
1518991,2010,Flint Ridge Mine #2,Kentucky (East),Breathitt,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Icg Hazard, Llc","P.O. Box 145, Lost Creek, KY 41348",,851554,119,328776,13.654818194572607
1519391,2010,South Fork Mine,Kentucky (East),Breathitt,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Icg Hazard Llc,"1021 Tori Drive, Hazard, KY 41701",,5097,19,6880,8.536407410340042
1519004,2010,Lick Fork Surface,Kentucky (East),Clay,Appalachia Central,Temporarily closed,Surface,Independent Producer Operator,Mine only,"M3 Energy Resources, Llc","P.O. Box 952, Hyden, KY 41749",,7646,7,214,8.941937914256359
1519027,2010,Flatwoods,Kentucky (East),Clay,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Ikerd Mining Co Llc,"521 Crane Road, Somerset, KY 42501",,282454,44,99589,12.55127098445168
1519176,2010,Sandhill Job #10,Kentucky (East),Clay,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"B&w Resources, Inc.","P.O. Box 466, Manchester, KY 40962",,43372,13,31696,10.677569350592073
1519346,2010,Mine #2,Kentucky (East),Clay,Appalachia Central,Temporarily closed,Surface,Independent Producer Operator,Mine only,Robinson Coal Company Incorpor,"P.O. Box 159, Garrard, KY 40941",,8363,8,5840,9.031572493381526
1519377,2010,Crane #1,Kentucky (East),Clay,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Jackson Coal Company Inc,"650 Shamrock Rd, Manchester, KY 40962",,30322,12,24430,10.319628800641526
1519487,2010,Mine 1,Kentucky (East),Clay,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Young Mining, Llc","118 Richmond Rd., Manchester, KY 40962",,1836,1,462,7.515344571180436
1519503,2010,Mitco Job #12,Kentucky (East),Clay,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"B&w Resources, Inc.","849 South Hwy 11, Manchester, KY 40962",,101502,16,21096,11.527833781703347
1519527,2010,B & R Construction,Kentucky (East),Clay,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,B & R Construction,"840 Chicken Branch Rd, Manchester, KY 40962",,4111,1,57,8.321421586897879
1519528,2010,Laurel Fork #2,Kentucky (East),Clay,Appalachia Central,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"M3 Energy Resources, Llc","P.O. Box 38, Beverly, KY 40913",,4458,29,1279,8.402455513945814
1519529,2010,Larue,Kentucky (East),Clay,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,T&t Coal Inc.,"6283 Hwy 472, Manchester, KY 40962",,3898,5,2867,8.268218880067506
1518418,2010,Joe's Run,Kentucky (West),Daviess,Illinois Basin,Active,Surface,Operating Subsidiary,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,373954,35,88645,12.8318880741798
1516580,2010,Auger Mine No 6,Kentucky (East),Floyd,Appalachia Central,Active,Surface,Contractor,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,11041,3,1869,9.309370895439137
1516801,2010,#1,Kentucky (East),Floyd,Appalachia Central,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Whitnick & P Coal Co., Llc","P.O. Box 249, Stanville, KY 41659",,370,5,3008,5.91350300563827
1518538,2010,Auger Mine No 34,Kentucky (East),Floyd,Appalachia Central,Active,Surface,Contractor,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,17235,3,3588,9.754697478950966
1518574,2010,No. 1,Kentucky (East),Floyd,Appalachia Central,Temporarily closed,Surface,Independent Producer Operator,Mine only,"The Raven Co., Inc.","P.O. Box 547, Bluff City, TN 37618",,10502,3,916,9.259320994197804
1518881,2010,#9,Kentucky (East),Floyd,Appalachia Central,Active,Underground,Contractor,Mine only,Cheyenne Enterprises Inc,"5363 Collins Hwy, Pikeville, KY 41501",,121068,20,47772,11.704107650196379
1518884,2010,Tram Mine #1,Kentucky (East),Floyd,Appalachia Central,Temporarily closed,Underground,Independent Producer Operator,Mine only,Blackhawk Mining Llc,"P.O. Box 187, Pinetop, KY 41843",,19316,17,16581,9.868689046993433
1518936,2010,No. 1,Kentucky (East),Floyd,Appalachia Central,Active,Underground,Contractor,Mine only,Mrm Mining Inc.,"P.O. Box 308, Hi Hat, KY 41636",,119408,20,39872,11.690301479371168
1518980,2010,Frasure Branch,Kentucky (East),Floyd,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Laurel Mountain Resources, Llc","P.O. Box 1389, Gilbert, WV 25621",,460727,47,102716,13.040560955675135
1519129,2010,No. 15,Kentucky (East),Floyd,Appalachia Central,Active,Underground,Contractor,Mine only,Fools Gold Energy Corp,"P.O. Box 2037, Pikeville, KY 41502",,203781,36,87578,12.224801166769156
1519225,2010,Hoods Fork,Kentucky (East),Floyd,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Laurel Mountain Resources, Llc","1801 Watergap Road, Prestonsburg, KY 41653",,1584,5,1849,7.367708572374371
1519253,2010,#6,Kentucky (East),Floyd,Appalachia Central,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Viper Coal Llc,"24231 Route 122, Melvin, KY 41650",,26022,10,8585,10.166697613063421
1519292,2010,C1,Kentucky (East),Floyd,Appalachia Central,Active,Underground,Contractor,Mine only,Fools Gold Energy Corporation,"P.O. Box 2037, Pikeville, KY 41502",,40129,19,32727,10.599854543937271
1519294,2010,#1,Kentucky (East),Floyd,Appalachia Central,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"5 Star Energy, Llc","P.O. Box 249, Stanville, KY 41659",,18225,11,5917,9.81054955687686
1519310,2010,F10 Alum Lick,Kentucky (East),Floyd,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Frasure Creek Mining Llc,"4978 Teays Valley Rd, Scott Depot, WV 25560",,227501,27,72763,12.334909912967877
1519347,2010,#3,Kentucky (East),Floyd,Appalachia Central,Temporarily closed,Underground,Independent Producer Operator,Mine only,Black Thunder Mining Inc,"P.O. Box 249, Stanville, KY 41659",,10724,14,4482,9.28023949935585
1519372,2010,Blackhawk #1 Surface Mine,Kentucky (East),Floyd,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Blackhawk Mining Llc,"P.O. Box 1200, Robinson Cree, KY 41560",,226786,29,31580,12.331762120535396
1519434,2010,#2,Kentucky (East),Floyd,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,M-T Coal Company Llc,"P.O. Box 249, Stanville, KY 41659",,2532,3,480,7.836764783264067
1519493,2010,No 1,Kentucky (East),Floyd,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Indeva Mng. Co. Inc.,"P.O. Box 867, Allen, KY 41601",,57187,11,19953,10.954081878810257
1502263,2010,Darby Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Lone Mountain Proces,"Drawer C, St Charles, VA 24282",,689394,110,281843,13.443568229806838
1514728,2010,Foresters Creek Strip,Kentucky (East),Harlan,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Fox Knob Coal Company Inc,"P.O. Box 267, Coldiron, KY 40819",,347623,70,207463,12.758873838193574
1516457,2010,K-4 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"Rex Coal Company, Inc.","51 Grays Branch Road, Grays Knob, KY 40829",,52836,18,44208,10.874948055543754
1517165,2010,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Stillhouse Mining Llc,"P.O. Box 527, Benham, KY 40807",,530592,97,239767,13.181748643301098
1517234,2010,Huff Creek No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Lone Mountain Proces,"Drawer C, St Charles, VA 24282",,639201,117,296550,13.367974237888548
1517821,2010,Mill Branch,Kentucky (East),Harlan,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,207853,38,110428,12.244586378062309
1517871,2010,Ghm #40,Kentucky (East),Harlan,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"P.O. Box 760, London, KY 40743",,33752,2,4209,10.426794953804174
1517874,2010,No 18,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",,70989,20,56633,11.17028021444316
1517903,2010,Mine No.17,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,K And D Mining Inc.,"P.O. Box 2561, Middlesboro, KY 40965",,98128,34,59239,11.494028027865765
1518093,2010,Vfc - Darty Gap,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Virginia Fuel Corporation,"P.O. Box 85, Keokee, VA 24265",,38360,14,19930,10.554770528997375
1518145,2010,Cm&e #3,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Cloverfork Mining & Excavating,"8174 East Highway 72, Pathfork, KY 40863",,45890,20,42231,10.73400250738888
1518182,2010,D & C Mining  Corporation,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,D & C Mining Corporation,"P.O. Box 148, Fries, VA 24330",,96347,24,44139,11.475711536876185
1518196,2010,Highsplint,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Parton Bros. Contracting Inc.,"P.O. Box 159, Middlesboro, KY 40965",,150890,30,56018,11.924306373507697
1518197,2010,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cave Spur Coal Llc,"P.O. Box 527, Benham, KY 40807",,334797,47,116590,12.721279656983834
1518198,2010,Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Panther Mining Llc,"P.O. Box 527, Benham, KY 40807",,473790,88,216025,13.06851946453221
1518241,2010,Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cloverlick Coal Company Llc,"P.O. Box 527, Benham, KY 40807",,517576,85,208276,13.156911653242183
1518264,2010,Mine #1,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Cawood Enterprises Llc,"P.O. Box 85, Cranks, KY 40820",,22676,15,11342,10.029062375444195
1518423,2010,Right Fork Splint,Kentucky (East),Harlan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Coalgood Energy Company,"966 Rt. 990, Coalgood, KY 40818",,160708,39,88034,11.987344332689373
1518516,2010,Ky No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Middle Fork Mining Inc.,"P.O. Box 117, Stoney Fork, KY 40988",,20823,31,62352,9.943813424007693
1518562,2010,No. 1 Wallins,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Independent Producer Operator,Mine only,K & D Mining,"P.O. Box 2561, Middlesboro, KY 40965",,20744,33,11087,9.9400123272185
1518643,2010,Highsplint Strip,Kentucky (East),Harlan,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Dixie Fuel Company Llc,"51 Grays Branch Road, Grays Knob, KY 40829",,133790,54,151610,11.804026685467665
1518647,2010,Clover Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Proces,"Drawer C, St. Charles, VA 24282",,842076,114,301168,13.64362555043382
1518687,2010,Liggett #1,Kentucky (East),Harlan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Liggett Mining Llc,"838, Middlesboro, KY 40965",,54439,17,44445,10.904836087750256
1518698,2010,N.A.A.M. No 10,Kentucky (East),Harlan,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,North American Auger Mining In,"P.O. Box 199, Conesville, OH 43811",,6529,6,910,8.784009071186633
1518734,2010,Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Powell Mountain Energy Llc,"Rt. 1 Box 140, St. Charles, VA 24282",,234019,67,154629,12.363157587624771
1518771,2010,Rb #12,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863",,84285,42,68116,11.341959192214409
1518854,2010,Liggett #3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Liggett Mining Llc,"P.O. Box 838, Middlesboro, KY 40965",,135080,42,116018,11.813622474499503
1518861,2010,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,Conshor Mining Llc,"1160 Jackson Dr, Paris, TN 38242",,44409,15,14801,10.701197430581601
1518869,2010,Mine No 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"Stillhouse Mining, Llc","P.O. Box 527, Benham, KY 40807",,752118,80,206092,13.530648505515739
